url;origin;claim;rating;year
https://eufactcheck.eu/factcheck/mostly-true-never-before-have-rents-been-raised-as-much-as-during-your-term-of-office/;;Never before have rents been raised as much as during your term of office;MOSTLY TRUE;2025
https://eufactcheck.eu/factcheck/mostly-false-flemish-newspaper-knack-was-on-the-usaid-payroll/;;Flemish newspaper Knack was on the USAID payroll;MOSTLY FALSE;2025
https://eufactcheck.eu/factcheck/mostly-false-tesla-sales-declined-with-an-average-of-63-in-europe/;;With Sales declining with an average of 63% in the EU, Europe is Boycotting Tesla;MOSTLY FALSE;2025
https://eufactcheck.eu/factcheck/albania-bans-tik-tok-for-a-year/;https://apnews.com/article/albania-tiktok-shutdown-children-violence-83bf80324230fbe94ba1068d583ab855;Albania bans Tik Tok for a year;;2025
https://eufactcheck.eu/factcheck/mostly-false-russia-spends-130-billion-less-annually-on-defence-than-european-nato-states/;https://taz.de/Jan-van-Aken-gegen-Aufruestungspolitik/!6073757/;Russia spends $130 billion less annually on defence than European NATO states;MOSTLY FALSE;2025
https://eufactcheck.eu/factcheck/false-romania-barring-calin-georgescu-from-running-in-the-presidential-election-is-unprecedented-and-undemocratic/;;Romania barring Călin Georgescu from running in the presidential election is unprecedented and undemocratic;FALSE;2025
https://eufactcheck.eu/factcheck/mostly-true-germany-will-be-climate-neutral-by-2045/;https://www.weforum.org/press/2023/01/german-chancellor-scholz-lays-out-roadmap-to-climate-neutrality-by-2045/;Germany will be climate-neutral by 2045;MOSTLY TRUE;2025
https://eufactcheck.eu/factcheck/false-ms-weidel-does-not-represent-far-right-positions-but-rather-conservative-and-economically-liberal-ones/;;Ms. Weidel does not represent far-right positions but rather conservative and economically liberal ones;FALSE;2025
https://eufactcheck.eu/factcheck/mostly-true-germany-distributes-money-all-over-the-world-but-has-none-left-for-hardworking-farmers/;;Germany distributes money all over the world, but has none left for hardworking farmers;MOSTLY TRUE;2025
https://eufactcheck.eu/factcheck/mostly-true-we-are-now-attracting-more-investments-in-clean-hydrogen-than-the-us-and-china-combined/;https://ec.europa.eu/commission/presscorner/detail/en/speech_23_4426;We are now attracting more investments in clean hydrogen than the US and China combined;MOSTLY TRUE;2025
https://eufactcheck.eu/factcheck/mostly-false-most-of-the-recipients-of-citizens-benefit-are-able-to-work/;;Most of the recipients of citizen’s benefit are able to work;MOSTLY FALSE;2025
https://eufactcheck.eu/factcheck/mostly-false-its-still-possible-to-reduce-emissions-so-that-we-can-meet-the-1-5-degree-target/;https://www.bundesregierung.de/breg-de/service/archiv-bundesregierung/rede-von-bundeskanzler-scholz-anlaesslich-der-28-konferenz-der-vereinten-nationen-zum-klimawandel-am-2-dezember-2023-in-dubai-2247232;It’s still possible to reduce emissions so that we can meet the 1.5 degree target;MOSTLY FALSE;2025
https://eufactcheck.eu/factcheck/mostly-true-by-2035-there-will-be-no-job-that-is-unrelated-to-ai/;https://www.bmas.de/DE/Service/Presse/Interviews/2023/2023-04-29-tagesspiegel.html?cms_showNoGesetzesstatus=true&cms_showNoStatus=true;By 2035, there will be no job that is unrelated to AI;MOSTLY TRUE;2025
https://eufactcheck.eu/factcheck/true-there-would-be-fewer-jobs-due-to-brexit/;;There would be “fewer jobs” due to Brexit;TRUE;2025
https://eufactcheck.eu/factcheck/mostly-false-the-fifa-world-cup-was-definitely-a-catalyst-for-positive-change-in-the-country/;https://inside.fifa.com/organisation/president/news/fifa-president-reflects-on-unique-and-perfect-fifa-world-cup-2022-tm-in-qatar;The FIFA World Cup was definitely a catalyst for positive change in the country“;MOSTLY FALSE;2025
https://eufactcheck.eu/factcheck/true-europe-faces-security-challenges-and-potential-defense-spending-gaps-in-the-coming-years/;;Europe faces security challenges and potential defense spending gaps in the coming years;TRUE;2025
https://eufactcheck.eu/factcheck/mostly-false-when-it-comes-to-alcohol-most-people-manage-to-stay-within-a-harmless-dose/;;When it comes to alcohol, most people manage to stay within a harmless dose;MOSTLY FALSE;2025
https://eufactcheck.eu/factcheck/mostly-false-germany-faces-the-highest-energy-costs-worldwide-which-is-making-its-economy-noncompetitive/;;Germany faces the highest energy costs worldwide, which is making its economy noncompetitive;MOSTLY FALSE;2025
https://eufactcheck.eu/factcheck/mostly-true-of-the-men-who-arrived-in-germany-in-2015-16-86-percent-are-now-working/;;Of the men who arrived in Germany in 2015/16, 86 percent are now working;MOSTLY TRUE;2025
https://eufactcheck.eu/factcheck/mostly-false-permanent-border-controls-are-a-necessity-in-order-to-limit-irregular-migration-to-germany/;https://www.spiegel.de/politik/deutschland/bijan-djir-sarai-draengt-darauf-grenzkontrollen-ueber-die-em-hinaus-zu-verlaengern-a-da79a86e-9486-46f3-ab85-010bd99d8e0c;Permanent border controls are “a necessity” in order to “limit irregular migration to Germany”.;MOSTLY FALSE;2025
https://eufactcheck.eu/factcheck/true-germanys-defense-expenditures-have-increased-from-34-to-90-billion-euros-in-ten-years/;;Germany’s defense expenditures have increased from 34 to 90 billion euros in ten years;TRUE;2025
https://eufactcheck.eu/factcheck/mostly-true-almost-80-of-working-women-in-germany-cannot-provide-for-themselves-and-a-child-in-the-long-term/;;Almost 80% of working women (in Germany) cannot provide for themselves and a child in the long term;MOSTLY TRUE;2025
