url,title,rating,year
https://eufactcheck.eu/factcheck/false-in-croatia-there-are-fewer-deaths-during-the-pandemic-than-last-year/,In Croatia there are fewer deaths during the pandemic than last year,FALSE,2020
https://eufactcheck.eu/blogpost/austrian-chamber-of-commerce-official-uses-uncheckable-corona-facts-claiming-retail-is-safe-for-customers/,Austrian Chamber of Commerce Official uses uncheckable Corona-facts claiming retail is safe for customers,,2020
https://eufactcheck.eu/factcheck/mostly-false-the-public-employment-service-austria-disclosed-that-95-percent-of-immigrated-chechens-make-a-living-from-austrians/,“The Public Employment Service Austria disclosed that 95 percent of immigrated Chechens make a living from Austrians”,MOSTLY FALSE,2020
https://eufactcheck.eu/factcheck/uncheckable-russian-news-services-advertise-covid-19-demonstrations-in-germany/,“Russian news services advertise Covid-19 demonstrations in Germany”,UNCHECKABLE,2020
https://eufactcheck.eu/blogpost/the-struggle-behind-the-factcheck/,The struggle behind the factcheck,,2020
https://eufactcheck.eu/factcheck/mostly-false-the-first-doses-of-the-vaccine-will-be-available-in-italy-in-early-december/,“The first doses of the vaccine will be available in Italy in early December”,MOSTLY FALSE,2020
https://eufactcheck.eu/blogpost/who-murders-more/,we decided to investigate and dive into murder statistics,,2020
https://eufactcheck.eu/blogpost/russian-hogweed/,Our search for truth in the hogweed case,,2020
https://eufactcheck.eu/blogpost/blog-keynes-theory-of-employment-interest-and-money-proves-itself-during-corona-crisis/,"Keynes’ Theory of Employment, Interest, and Money proves itself during corona crisis",,2020
https://eufactcheck.eu/blogpost/media-analysis/media-analysis-what-russian-media-write-about-second-wave-of-covid-19-in-europe/,What Russian media write about second wave of COVID-19 in Europe,,2020
https://eufactcheck.eu/factcheck/mostly-true-belgium-tightens-measures-imposes-a-curfew-and-closes-restaurants/,"Belgium tightens measures, imposes a curfew and closes restaurants",MOSTLY TRUE,2020
https://eufactcheck.eu/factcheck/mostly-true-german-newspaper-claims-people-are-hoarding-cash-in-the-crisis/,German newspaper claims “people are hoarding cash” in the crisis,MOSTLY TRUE,2020
https://eufactcheck.eu/blogpost/blog-who-spends-the-most-on-research-in-europe/,Who spends the most on research in Europe?,,2020
https://eufactcheck.eu/factcheck/mostly-false-the-reason-the-usa-show-so-many-cases-is-that-they-test-more/,“The reason the USA show so many cases is that they test more”,MOSTLY FALSE,2020
https://eufactcheck.eu/factcheck/mostly-true-twice-as-many-men-die-from-coronavirus-than-women/,“Twice as many men die from coronavirus than women”,MOSTLY TRUE,2020
https://eufactcheck.eu/factcheck/true-theres-basically-a-whole-tier-missing-from-the-uk-welfare-state/,“There’s basically a whole tier missing from the UK welfare state.”,TRUE,2020
https://eufactcheck.eu/factcheck/false-croatia-is-one-of-the-most-tolerant-countries-in-the-world/,Croatia is one of the most tolerant countries in the world,FALSE,2020
https://eufactcheck.eu/factcheck/uncheckable-every-euro-that-we-give-towards-the-eu-budget-12-euros-will-be-returned-to-the-dutch-business-community/,"“Every euro that we give towards the EU budget, 12 euros will be returned to the Dutch business community”",UNCHECKABLE,2020
https://eufactcheck.eu/blogpost/blog-does-smoking-protect-against-corona-virus/,Does smoking protect against corona virus?,,2020
https://eufactcheck.eu/factcheck/false-gender-violence-is-a-big-lie-its-like-denying-day-or-night/,“Gender violence is a big lie. […] it’s like denying day or night”.,FALSE,2020
https://eufactcheck.eu/blogpost/different-views-on-the-biggest-consumer-of-powder-cocaine-in-europe/,Different views on the “biggest consumer of powder cocaine in Europe”.,,2020
https://eufactcheck.eu/factcheck/mostly-false-french-women-are-using-code-word-mask-19at-pharmacies-to-escape-domestic-violence-during-lockdown/,French women are using code word “mask-19″at pharmacies to escape domestic violence during lockdown,MOSTLY FALSE,2020
https://eufactcheck.eu/factcheck/mostly-true-if-universities-shift-online-we-risk-more-poorer-students-dropping-out/,"“If universities shift online, we risk more poorer students dropping out.”",MOSTLY TRUE,2020
https://eufactcheck.eu/blogpost/my-grandmother-the-conspiracy-theorist/,"My grandmother, the conspiracy theorist",,2020
https://eufactcheck.eu/factcheck/mostly-true-economist-claims-that-the-vw-scandal-wouldnt-have-happened-if-women-were-in-charge-2/,Economist claims that the VW-scandal wouldn’t have happened if women were in charge,MOSTLY TRUE,2020
https://eufactcheck.eu/blogpost/we-must-keep-the-dream-alive/,We must keep the dream alive,,2020
https://eufactcheck.eu/factcheck/uncheckable-religious-and-political-leaders-claim-that-same-sex-marriage-is-the-reason-for-corona/,Religious and political leaders claim that same-sex marriage is the reason for corona,UNCHECKABLE,2020
https://eufactcheck.eu/blogpost/blog-check-before-you-speak/,Check before you speak,,2020
https://eufactcheck.eu/factcheck/mostly-true-this-crisis-affects-women-differently-than-men/,“This crisis affects women differently than men”,MOSTLY TRUE,2020
https://eufactcheck.eu/factcheck/true-slovenia-calls-an-end-to-its-coronavirus-epidemic-relaxes-some-border-controls/,"Slovenia calls an end to its coronavirus epidemic, relaxes some border controls",TRUE,2020
https://eufactcheck.eu/factcheck/mostly-true-chance-to-get-infected-with-coronavirus-outside-smaller-than-inside/,The chance to get infected with coronavirus is smaller outside than inside,MOSTLY TRUE,2020
https://eufactcheck.eu/blogpost/blog-the-european-agricultural-subsidies-reach-the-big-players-but-how-does-that-occur-in-reality/,"The European agricultural subsidies reach the big players, but how does that occur in reality?",,2020
https://eufactcheck.eu/blogpost/why-does-the-european-commission-provide-grants-for-the-initiatives-in-russia-and-other-countries/,Why does the European Commission provide grants for the initiatives in Russia and other countries?,,2020
https://eufactcheck.eu/factcheck/true-european-commission-will-finance-the-development-of-media-literacy-of-the-russians-in-a-context-of-pandemic/,European Commission will finance the development of media literacy of the Russians in a context of pandemic,TRUE,2020
https://eufactcheck.eu/blogpost/blog-the-d-day-of-european-tourism/,The D-Day of European tourism,,2020
https://eufactcheck.eu/factcheck/uncheckable-were-living-through-the-biggest-carbon-crash-ever-recorded-2/,“We’re living through the biggest carbon crash ever recorded.”,UNCHECKABLE,2020
https://eufactcheck.eu/factcheck/mostly-true-there-is-outdated-legislation-in-scandinavia-when-it-comes-to-rape/,There is outdated legislation in Scandinavia when it comes to rape,MOSTLY TRUE,2020
https://eufactcheck.eu/factcheck/mostly-true-while-greece-and-malta-are-rejecting-migrants-in-2020-in-italy-more-than-5000-sans-papiers-arrived-despite-the-pandemic/,"“While Greece and Malta are rejecting migrants, in 2020 in Italy more than 5000 sans-papiers arrived, despite the pandemic”",MOSTLY TRUE,2020
https://eufactcheck.eu/factcheck/mostly-false-the-pesticide-mancozeb-is-a-relatively-harmless-substance/,“The pesticide mancozeb is a relatively harmless substance”,MOSTLY FALSE,2020
https://eufactcheck.eu/factcheck/false-gargles-with-warm-water-salt-or-vinegar-eliminate-corona-virus/,"“Gargles with warm water, salt or vinegar eliminate corona virus”",FALSE,2020
https://eufactcheck.eu/blogpost/media-monitoring-the-relationship-between-the-coronavirus-and-weather-in-british-media/,the relationship between the coronavirus and weather in British media,,2020
https://eufactcheck.eu/blogpost/blog-3-difficulties-we-ran-into-while-factchecking-during-corona-times/,3 difficulties we ran into while factchecking during corona times,,2020
https://eufactcheck.eu/factcheck/uncheckable-trains-are-10-times-more-environmentally-friendly-than-airplanes/,“Trains are 10 times more environmentally friendly than airplanes”,UNCHECKABLE,2020
https://eufactcheck.eu/factcheck/false-china-is-acquisitioning-eu-companies-during-corona-times/,China is acquisitioning EU companies during Corona times,FALSE,2020
https://eufactcheck.eu/factcheck/mostly-false-austria-distributes-masks-to-all-citizens-while-the-netherlands-doesnt-have-enough-for-health-care-staff/,“Austria distributes masks to all citizens while the Netherlands don’t have enough for health care staff”,MOSTLY FALSE,2020
https://eufactcheck.eu/factcheck/uncheckable-non-medical-face-masks-are-more-infection-nurturing-than-virus-repellent-if-they-are-consistently-put-in-handbags-and-reworn/,Non-medical face masks are more infection-nurturing than virus-repellent if they are consistently put in handbags and reworn.,UNCHECKABLE,2020
https://eufactcheck.eu/blogpost/coronaviruss-gendered-impact-in-eu/,Covid-19’s gendered impact in EU,,2020
https://eufactcheck.eu/factcheck/mostly-false-matteo-salvini-recovery-fund-is-a-loan-like-the-esm/,"Matteo Salvini: “Recovery Fund is a loan, like the ESM”",MOSTLY FALSE,2020
https://eufactcheck.eu/blogpost/blog-eu-do-female-heads-of-state-ensure-gender-equality/,EU: Do female heads of state ensure gender equality?,,2020
https://eufactcheck.eu/blogpost/from-a-gratuitous-accusation-to-major-consequences/,From a gratuitous accusation to major consequences,,2020
https://eufactcheck.eu/factcheck/mostly-false-history-seems-to-be-repeating-itself-in-the-middle-ages-the-plague-also-entered-europe-via-italy/,"“History seems to be repeating itself, in the Middle Ages the Plague also entered Europe via Italy”",MOSTLY FALSE,2020
https://eufactcheck.eu/factcheck/false-69-of-sex-offenders-who-commit-gang-rape-in-spain-are-foreigners/,“69% of sex offenders who commit gang rape in Spain are foreigners”,FALSE,2020
https://eufactcheck.eu/blogpost/widely-known-covid-19-conspiracies-in-georgia/,Widely known COVID-19 conspiracies in Georgia,,2020
https://eufactcheck.eu/factcheck/true-microchips-are-getting-under-the-skin-of-thousands-in-sweden/,“Microchips are getting under the skin of thousands in Sweden”,TRUE,2020
https://eufactcheck.eu/factcheck/uncheckable-our-seniors-will-be-better-protected-from-future-pandemics-if-they-age-at-home/,“Our seniors will  be better protected from future pandemics if they age at home”,UNCHECKABLE,2020
https://eufactcheck.eu/factcheck/false-vaccination-and-chipping-will-be-mandatory/,“Vaccination and chipping will be mandatory”,FALSE,2020
https://eufactcheck.eu/factcheck/mostly-true-63-per-cent-of-the-belgian-population-are-supporting-the-seasures-of-the-lockdown-with-young-adults-the-support-is-less-dan-50-per-cent/,"“63 per cent of the Belgian population are supporting the measures of the lockdown, with young adults the support is less dan 50 per cent”",MOSTLY TRUE,2020
https://eufactcheck.eu/blogpost/blog-covid-19-news-coverage-highlights-agricultures-dependence-on-migrant-workers/,Covid-19 News Coverage Highlights Agriculture’s Dependence on Migrant Workers,,2020
https://eufactcheck.eu/blogpost/new-regulations-on-obtaining-a-schengen-visa-what-are-the-possible-consequences/,New regulations on obtaining a Schengen visa: what are the possible consequences?,,2020
https://eufactcheck.eu/factcheck/truth-the-new-rules-for-obtaining-a-schengen-visa-have-come-into-force/,“The new rules for obtaining a Schengen visa have come into force”,TRUE,2020
https://eufactcheck.eu/factcheck/mostly-false-romania-has-tripled-its-covid-19-testing-capacity/,“Romania has tripled its COVID-19 testing capacity’’,MOSTLY FALSE,2020
https://eufactcheck.eu/factcheck/false-a-decree-of-march-28-2020-authorizes-euthanasia-in-france/,"“A decree of March 28, 2020 authorizes euthanasia”, in France",FALSE,2020
https://eufactcheck.eu/factcheck/false-not-a-single-cent-of-state-funds-to-help-the-self-employed-cover-their-cost-of-living-has-arrived/,“Not a single cent of state funds to help the self-employed cover their cost of living has arrived”,FALSE,2020
https://eufactcheck.eu/blogpost/media-monitoring-sports-websites-look-back-and-inspire-to-start-moving/,Sports websites look back and inspire to start moving,,2020
https://eufactcheck.eu/factcheck/false-corona-masks-are-recommended-everywhere-else-but-in-finland/,“Corona masks are recommended everywhere else but in Finland”,FALSE,2020
https://eufactcheck.eu/blogpost/blog-news-coverage-on-cross-border-working-revealed-a-divided-eu-in-the-fight-against-covid-19/,News coverage on cross-border working revealed a divided EU in the fight against covid-19,,2020
https://eufactcheck.eu/blogpost/european-funds-for-pandemic-the-plan-is-a-working-title/,"European funds for pandemic, the plan is a working title",,2020
https://eufactcheck.eu/factcheck/uncheckable-female-ceos-face-greater-penalties-than-male-ceos-for-ethical-transgressions/,Female CEOs face greater penalties than male CEOs for ethical transgressions,UNCHECKABLE,2020
https://eufactcheck.eu/factcheck/mostly-false-the-previous-esm-doesnt-exist-anymore-it-has-become-a-fund-without-conditionalities/,“The previous ESM doesn’t exist anymore. It has become a fund without conditionalities”,MOSTLY FALSE,2020
https://eufactcheck.eu/factcheck/true-australian-cars-emit-45-more-co2-than-european-cars/,Australian cars emit 45% more CO2 than European cars,TRUE,2020
https://eufactcheck.eu/factcheck/false-british-tv-presenter-claimed-that-media-didnt-know-5g-doesnt-cause-covid-19/,“British TV presenter claims that media didn’t know 5G doesn’t cause covid-19”,FALSE,2020
https://eufactcheck.eu/factcheck/true-long-term-loneliness-is-as-damaging-to-your-health-as-smoking-15-cigarettes-a-day/,“Long-term loneliness is as damaging to your health as smoking 15 cigarettes a day”,TRUE,2020
https://eufactcheck.eu/blogpost/russian-disinformation-now-targets-the-facility-which-helps-georgia-fight-covid-19/,Russian disinformation now targets the facility which helps Georgia fight COVID-19,,2020
https://eufactcheck.eu/factcheck/false-migrants-from-bosnia-and-herzegovina-are-massively-moving-towards-croatia-because-of-uns-ruling-on-climate-migrants/,Migrants are massively moving from Bosnia and Herzegovina towards Croatia because of UN’s ruling on ‘climate migrants’,FALSE,2020
https://eufactcheck.eu/blogpost/war-metaphors/,War metaphors,,2020
https://eufactcheck.eu/factcheck/mostly-false-the-coronavirus-will-die-when-the-weather-improves/,“The Coronavirus will die when the weather improves”,MOSTLY FALSE,2020
https://eufactcheck.eu/blogpost/coordinated-policy-of-the-eu-countries-as-an-effective-solution-to-the-fight-against-coronavirus/,Coordinated policy of the EU countries as an effective solution to the fight against coronavirus,,2020
https://eufactcheck.eu/factcheck/true-french-president-emmanuel-macron-announced-the-closure-of-the-borders-of-the-european-union-and-the-schengen-area-due-to-the-spread-of-the-coronavirus-infection-covid-19/,French President Emmanuel Macron  announced the closure of the borders of the European Union and the Schengen area due to the spread of the coronavirus infection COVID-19,TRUE,2020
https://eufactcheck.eu/factcheck/mostly-true-for-every-extra-billion-euros-we-export-we-create-14-000-new-jobs-in-the-eu/,"“For every extra billion euros we export, we create 14.000 new jobs in the EU”",MOSTLY TRUE,2020
https://eufactcheck.eu/blogpost/blog-fact-checking-claims-about-gender-based-violence/,Fact-checking claims about gender-based violence,,2020
https://eufactcheck.eu/factcheck/false-the-current-law-on-gender-based-violence-has-not-reduced-the-number-of-women-killed/,“The current law on gender-based violence has not reduced the number of women killed”,FALSE,2020
https://eufactcheck.eu/blogpost/why-politicians-should-embrace-factchecking/,Why politicians should embrace factchecking,,2020
https://eufactcheck.eu/factcheck/true-eu-standards-for-energy-efficiency-have-an-effect-outside-of-the-eu/,“EU standards for energy-efficiency have an effect outside of the EU”,TRUE,2020
https://eufactcheck.eu/factcheck/mostly-false-a-third-of-all-refugees-returning-via-frontex-funds-are-from-belgium/,“A third of all refugees returning via Frontex funds are from Belgium”,MOSTLY FALSE,2020
https://eufactcheck.eu/blogpost/globally-spreading-ban-how-europe-abandons-plastic/,How Europe Abandons Plastic,,2020
https://eufactcheck.eu/factcheck/mostly-true-up-to-5-000-euros-lithuania-will-fine-people-for-distributing-free-plastic-bags/,Lithuania will fine people up to 5 000 euros for distributing free plastic bags,MOSTLY TRUE,2020
https://eufactcheck.eu/blogpost/misuse-of-statistics-and-the-importance-of-context/,Misuse of statistics and the importance of context,,2020
https://eufactcheck.eu/factcheck/mostly-false-average-pay-and-pension-increase-in-croatia-along-with-an-average-pay-of-1000-euros-in-the-capital-city/,Average pay and pension increase in Croatia along with an average pay of 1000 euros in the capital city,MOSTLY FALSE,2020
https://eufactcheck.eu/factcheck/true-over-500000-jobs-created-in-france-since-may-2017/,"Over 500,000 jobs created in France since May 2017",TRUE,2020
https://eufactcheck.eu/factcheck/false-nobody-has-died-because-of-contamination-claims-madrids-most-powerful-politician/,"“Nobody has died because of contamination”, claims Madrids’ most powerful politician",FALSE,2020
https://eufactcheck.eu/blogpost/brexit-great-britain-aims-to-draw-the-free-trade-agreement/,GREAT BRITAIN AIMS TO DRAW THE FREE TRADE AGREEMENT,,2020
https://eufactcheck.eu/factcheck/true-south-korea-ratified-free-trade-agreement-with-britain/,South Korea ratified free trade agreement with Britain,TRUE,2020
https://eufactcheck.eu/factcheck/mostly-false-14000-sheep-left-to-drown-in-romania-with-no-sign-of-help/,"“14,000 sheep left to drown in Romania with no sign of help”",MOSTLY FALSE,2020
https://eufactcheck.eu/factcheck/true-younger-uk-citizens-favour-eu-membership-whilst-the-older-do-not/,Younger UK-citizens favour EU membership whilst the older do not,TRUE,2020
https://eufactcheck.eu/factcheck/true-hungarian-constitution-includes-jailing-homeless-people/,Hungarian constitution includes jailing homeless people,TRUE,2020
https://eufactcheck.eu/factcheck/uncheckable-eu-requires-member-states-to-ban-cats-from-roaming-outside/,EU requires member states to ban cats from roaming outside,UNCHECKABLE,2020
https://eufactcheck.eu/factcheck/mostly-true-90-of-income-support-in-milan-is-destined-to-immigrants/,“90% of income support in Milan is destined to immigrants”,MOSTLY TRUE,2020
https://eufactcheck.eu/blogpost/the-euro-fraud-from-brussels-to-messina-how-the-mafia-cheats-on-the-european-funds-destined-to-the-agriculture/,how the Mafia cheats on the European funds destined to the agriculture,,2020
https://eufactcheck.eu/factcheck/uncheckable-one-family-of-asylum-seekers-retroactively-received-more-than-90-000-euros-in-child-allowance/,“One family of asylum seekers retroactively received more than 90.000 euros in child allowance”,UNCHECKABLE,2020
https://eufactcheck.eu/factcheck/mostly-true-all-the-money-from-the-croatian-governmental-fund-for-development-of-local-communities-is-allocated-to-the-church/,“All the money from the Croatian governmental fund for development of local communities is allocated to the Church”,MOSTLY TRUE,2020
https://eufactcheck.eu/blogpost/fake-news-sites-and-fact-checkers/,Fake news sites and fact-checkers,,2020
https://eufactcheck.eu/factcheck/true-the-dutch-pay-the-most-for-euro-95-petrol-in-europe/,“The Dutch pay the most for Euro 95 petrol in Europe”,TRUE,2020
https://eufactcheck.eu/blogpost/better-than-we-might-think/,Better than we might think,,2020
https://eufactcheck.eu/blogpost/the-international-migration-as-a-social-problem-of-the-eu-countries/,The international migration as a social problem of the EU countries,,2020
https://eufactcheck.eu/factcheck/truethe-french-coast-guard-intercepted-two-inflatable-boats-with-illegal-migrants/,“French coast guard intercepted two inflatable boats with illegal migrants”,TRUE,2020
https://eufactcheck.eu/factcheck/mostly-true-because-of-climate-change-half-of-european-will-be-allergic-to-pollen/,“Because of climate change half of Europeans will be allergic to pollen”,MOSTLY TRUE,2020
https://eufactcheck.eu/factcheck/true-annually-119-000-children-are-maltreated-in-the-netherlands/,“Annually 119.000 children are maltreated in the Netherlands”,TRUE,2020
https://eufactcheck.eu/blogpost/4-tips-on-how-to-find-a-juicy-claim/,4 tips on how to find a juicy claim,,2020
https://eufactcheck.eu/factcheck/mostly-false-pushbacks-at-croatian-bih-border-are-individual-events/,Pushbacks at Croatian-BiH border are “individual events”,MOSTLY FALSE,2021
https://eufactcheck.eu/factcheck/mostly-true-only-11-of-german-citizens-feel-free-in-their-everyday-life-during-the-corona-crisis/,“Only 11% of German citizens feel free in their everyday life during the Corona crisis”,MOSTLY TRUE,2021
https://eufactcheck.eu/factcheck/uncheckable-cannabis-legalization-leads-to-increased-use/,Cannabis legalization leads to increased use,UNCHECKABLE,2021
https://eufactcheck.eu/blogpost/blog-when-you-are-not-an-expert-on-the-topic/,When you are not an expert on the topic,,2021
https://eufactcheck.eu/factcheck/false-strokes-after-the-covid-19-vaccination-are-a-very-common-side-effect/,“Strokes after the Covid-19 vaccination are a very common side effect”,FALSE,2021
https://eufactcheck.eu/blogpost/media-analysis-what-media-tell-us-about-depression-in-children-and-adolescents/,What media tell us about depression in children and adolescents,,2021
https://eufactcheck.eu/factcheck/mostly-true-more-hospitalizations-of-children-with-depression/,“More hospitalizations of children with depression”,MOSTLY TRUE,2021
https://eufactcheck.eu/blogpost/blog-at-what-cost-mister-farage/,"At what cost, mister Farage?",,2021
https://eufactcheck.eu/factcheck/uncheckable-belgium-is-the-country-that-gives-the-largest-amount-of-money-to-polluting-diesel/,“Belgium is the country that gives the largest amount of money to polluting diesel”,UNCHECKABLE,2021
https://eufactcheck.eu/factcheck/mostly-true-in-september-wind-energy-only-produced-2-of-the-energy-needs/,"“In September, wind energy only produced 2% of the energy needs”",MOSTLY TRUE,2021
https://eufactcheck.eu/blogpost/blog-is-germany-a-beneficiary-of-the-koreu-free-trade-agreement/,Is Germany a beneficiary of the KOREU free trade agreement?,,2021
https://eufactcheck.eu/factcheck/true-one-third-of-eu-exports-to-south-korea-are-made-in-germany/,„One third of EU exports to South Korea are made in Germany“,TRUE,2021
https://eufactcheck.eu/factcheck/uncheckable-coronavirus-can-lead-to-infertility/,Coronavirus can lead to infertility,UNCHECKABLE,2021
https://eufactcheck.eu/factcheck/mostly-false-osce-sent-way-less-observers-to-german-elections-in-2021-than-in-2017/,“OSCE sent way less observers to german elections in 2021 than in 2017”,MOSTLY FALSE,2021
https://eufactcheck.eu/factcheck/false-the-government-doesnt-lose-money-because-of-tax-evasion-she-compensates-through-higher-tax-assessments-on-others/,“The government doesn’t lose money because of tax evasion. She compensates through higher tax assessments on others”,FALSE,2021
https://eufactcheck.eu/factcheck/mostly-true-in-2020-germany-contributed-almost-20-billion-euros-to-the-eu/,"“In 2020, Germany contributed almost 20 billion Euros to the EU”",MOSTLY TRUE,2021
https://eufactcheck.eu/blogpost/media-analysis/media-analysis-the-osce-observation-of-the-german-parliamentary-elections-and-its-democracys-stability-through-the-lens-of-german-and-russian-media/,The OSCE-Observation of the German parliamentary elections and its democracy’s stability through the lens of German and Russian Media,,2021
https://eufactcheck.eu/blogpost/blog-a-different-political-landscape/,A different political landscape,,2021
https://eufactcheck.eu/factcheck/mostly-true-austria-spends-over-one-billion-euros-on-development-cooperation-and-humanitarian-aid-the-value-has-increased-tenfold/,"“Austria spends over one billion euros on development cooperation and humanitarian aid,  the value has increased tenfold”",MOSTLY TRUE,2021
https://eufactcheck.eu/blogpost/antinatalism-the-solution-to-the-end-of-the-climate-crisis/,the solution to the end of the climate crisis?,,2021
https://eufactcheck.eu/factcheck/uncheckable-the-use-of-cannabis-will-increase-if-a-country-chooses-to-legalize/,“The use of cannabis will increase if a country chooses to legalize”,UNCHECKABLE,2021
https://eufactcheck.eu/blogpost/what-can-we-learn-from-each-other/,What can we learn from each other?,,2021
https://eufactcheck.eu/blogpost/blog-end-of-the-european-union-who-pays-the-price/,End of the European Union – who pays the price?,,2021
https://eufactcheck.eu/blogpost/blog-science-and-society-relationship-status-unknown/,Science and society: relationship status (un)known,,2021
https://eufactcheck.eu/factcheck/true-more-than-70-percent-of-adults-in-the-eu-are-fully-vaccinated/,„More than 70 percent of adults in the EU are fully vaccinated”,TRUE,2021
https://eufactcheck.eu/factcheck/mostly-true-four-in-ten-young-people-fear-having-children-due-to-climate-crisis/,four in ten young people fear having children due to climate crisis,MOSTLY TRUE,2021
https://eufactcheck.eu/factcheck/mostly-true-asylum-seekers-massively-fleeing-from-croatia-just-a-little-bit-over-10-percent-remain/,"“Asylum seekers massively fleeing from Croatia, just a little bit over 10 percent remain”",MOSTLY TRUE,2021
https://eufactcheck.eu/blogpost/blog-why-refugee-women-struggle-to-find-employment-in-germany/,Why refugee women struggle to find employment in Germany,,2021
https://eufactcheck.eu/factcheck/mostly-true-after-about-five-years-approximately-half-of-refugees-are-employed/,"“After about five years, approximately half of refugees are employed”",MOSTLY TRUE,2021
https://eufactcheck.eu/blogpost/human-beings-as-weapons-an-interview-with-mrs-maguli/,an interview with Mrs. Maguli,,2021
https://eufactcheck.eu/factcheck/mostly-false-bitcoins-rapidly-increasing-use-of-fossil-fuels/,Bitcoin’s “rapidly increasing use of fossil fuels”,MOSTLY FALSE,2021
https://eufactcheck.eu/factcheck/uncheckable-in-belgium-hundreds-of-radicalized-prisoners-can-walk-around-freely/,"‘In Belgium, hundreds of radicalized prisoners can walk around freely’",UNCHECKABLE,2021
https://eufactcheck.eu/blogpost/loud-noise/,What does loud noise really do to our body and soul?,,2021
https://eufactcheck.eu/blogpost/blog-the-possible-accuracy-of-global-covid-vaccination-numbers/,The possible accuracy of global Covid vaccination numbers,,2021
https://eufactcheck.eu/factcheck/mostly-true-more-than-80-of-covid19-vaccines-have-been-given-in-higher-income-countries-compared-with-just-03-in-lower-income-countries/,"“More than 80% of COVID19 vaccines have been given in higher-income countries compared with just 0,3% in lower-income countries”",MOSTLY TRUE,2021
https://eufactcheck.eu/blogpost/blog-pretty-please/,Pretty please,,2021
https://eufactcheck.eu/factcheck/mostly-true-belgium-is-one-of-the-european-countries-contributing-most-to-tropical-deforestation/,“Belgium is one of the European countries contributing most to tropical deforestation”,MOSTLY TRUE,2021
https://eufactcheck.eu/blogpost/blog-different-country-regulations-in-the-asylum-procedure/,Different country regulations in the asylum procedure,,2021
https://eufactcheck.eu/factcheck/mostly-true-unauthorized-refugees-in-need-of-protection-are-receiving-rejections-in-the-eu/,Unauthorized refugees in need of protection are receiving rejections in the EU,MOSTLY TRUE,2021
https://eufactcheck.eu/factcheck/true-the-roar-of-traffic-and-aircraft-are-linked-to-negative-health-effects/,“The roar of traffic and aircraft are linked to negative health effects”,TRUE,2021
https://eufactcheck.eu/blogpost/ban-those-negative-connotations/,Ban those negative connotations!,,2021
https://eufactcheck.eu/factcheck/mostly-true-without-immigration-economic-growth-risks-being-undermined/,"“Without immigration, economic growth risks being undermined”",MOSTLY TRUE,2021
https://eufactcheck.eu/blogpost/blog-experience-of-integration-of-children-from-migrant-families/,Experience of integration of children from migrant families,,2021
https://eufactcheck.eu/factcheck/mostly-true-uk-is-halfway-to-carbon-neutrality-goal/,UK is halfway to carbon neutrality goal,MOSTLY TRUE,2021
https://eufactcheck.eu/factcheck/false-the-european-economic-and-social-committee-paid-a-fee-to-its-members-for-travel-expenses-even-though-the-sessions-were-conducted-virtually/,The European Economic and Social Committee paid a fee to its members for travel expenses even though the sessions were conducted virtually,FALSE,2021
https://eufactcheck.eu/blogpost/the-race-of-vaccines/,The race of vaccines,,2021
https://eufactcheck.eu/factcheck/mostly-false-the-refugee-crisis-has-made-germany-more-insecure/,“The refugee crisis has made Germany more insecure”,MOSTLY FALSE,2021
https://eufactcheck.eu/blogpost/blog-not-all-that-glitters-is-gold-one-sided-reporting-in-the-media-landscape/,Not all that glitters is gold — One-sided reporting in the media landscape,,2021
https://eufactcheck.eu/factcheck/mostly-true-wind-is-the-most-important-source-of-energy/,“Wind is the most important source of energy“,MOSTLY TRUE,2021
https://eufactcheck.eu/factcheck/mostly-true-the-us-and-china-have-been-leading-in-investment-into-ai/,The US and China have been “leading in investment into AI”,MOSTLY TRUE,2021
https://eufactcheck.eu/blogpost/blog-were-not-in-the-situation-of-a-migrant-crisis-at-the-borders-any-longer/,“We’re not in the situation of a migrant crisis at the borders any longer”,,2021
https://eufactcheck.eu/factcheck/false-an-infection-has-never-been-transmitted-out-of-bats-during-the-last-thousand-years/,“An infection has never been transmitted out of bats during the last thousand years”,FALSE,2021
https://eufactcheck.eu/factcheck/mostly-false-99-of-landings-from-eu-managed-stocks-are-sustainably-fished/,99% of landings from EU-managed stocks are sustainably fished,MOSTLY FALSE,2021
https://eufactcheck.eu/factcheck/mostly-true-europe-is-too-slow-with-the-roll-out-of-5g/,Europe is too slow with the roll-out of 5G,MOSTLY TRUE,2021
https://eufactcheck.eu/factcheck/mostly-true-8-out-of-10-migrants-who-came-to-europe-in-2020-were-men/,“8 out of 10 migrants who came to Europe in 2020 were men”,MOSTLY TRUE,2021
https://eufactcheck.eu/factcheck/mostly-true-the-uk-is-setting-the-most-ambitious-target-to-cut-emissions-in-the-world/,“The UK is setting the most ambitious target to cut emissions in the world”,MOSTLY TRUE,2021
https://eufactcheck.eu/factcheck/true-mexico-moves-to-require-biometric-data-from-cellphone-users/,“Mexico moves to require biometric data from cellphone users”,TRUE,2021
https://eufactcheck.eu/factcheck/mostly-true-europe-gave-700-million-euros-to-libya-in-the-last-six-years/,“Europe gave 700 million euros to Libya in the last six years”,MOSTLY TRUE,2021
https://eufactcheck.eu/factcheck/mostly-false-no-travel-agency-can-bring-you-to-serbia-for-vaccination/,“No travel agency can bring you to Serbia for vaccination”,MOSTLY FALSE,2021
